Model,Fuel type ,Drive wheels - Traction - Drivetrain ,Maximum power - Output - Horsepower ,Maximum torque ,Fuel Tank Capacity ,Curb Weight ,Top Speed ,Length ,Width ,Height 
AUDI,Petrol,AWD,261,243,16.9,3627,155,182.09,72.99,54.02
AUDI,Petrol,AWD,208,258,16.9,3450,153,182.09,72.99,54.02
AUDI,Petrol,AWD,349,324,16.6,3781,155,182.48,72.99,53.9
AUDI,Petrol,AWD,349,324,16.6,3858,155,182.48,72.99,53.9
AUDI,Petrol,AWD,261,243,16.9,3384,155,181.89,72.83,53.94
AUDI,Petrol,AWD,349,324,16.9,3594,155,182.68,72.83,53.94
AUDI,Petrol,AWD,444,317,16.9,3968,155,183.03,73.23,53.78
AUDI,Petrol,AWD,208,258,16.1,3494,153,182.13,72.99,54.02
AUDI,Petrol,AWD,268,295,16.1,3803,155,182.13,72.99,54.02
AUDI,Petrol,AWD,328,324,16.1,3858,155,182.68,72.99,53.9
AUDI,Diesel,AWD,236,368,16.9,3803,155,182.09,72.99,54.02
AUDI,Diesel,AWD,236,368,16.9,3715,155,182.09,72.99,54.02
AUDI,Diesel,AWD,168,258,16.9,3549,142,182.09,72.99,54.02
AUDI,Diesel,AWD,237,368,16.9,3549,155,181.89,72.83,53.94
AUDI,Diesel,AWD,175,280,16.6,3549,142,182.13,72.99,54.02
AUDI,Diesel,AWD,242,368,16.1,3704,155,182.13,72.99,54.02
AUDI,Diesel,AWD,242,368,16.1,3704,155,182.13,72.99,54.02
AUDI,Diesel,AWD,187,295,16.1,3759,146,182.13,72.99,54.02
AUDI,Diesel,AWD,187,295,16.6,3671,146,182.13,72.99,54.02
AUDI,Diesel,AWD,242,368,16.1,3869,155,182.13,72.99,54.02
AUDI,Petrol,AWD,158,184,17.2,3494,140,185.16,71.89,56.18
AUDI,Petrol,AWD,261,243,17.2,3715,155,185.16,71.89,56.18
AUDI,Petrol,AWD,261,243,17.2,3649,155,185.16,71.89,56.18
AUDI,Petrol,AWD,208,258,17.2,3538,153,185.16,71.89,56.18
AUDI,Petrol,AWD,328,324,16.9,3803,155,185.71,71.89,55.35
AUDI,Petrol,AWD,208,258,16.1,3549,153,185.08,71.89,55.39
AUDI,Diesel,AWD,236,368,17.2,3814,155,185.16,71.89,56.18
AUDI,Diesel,AWD,236,368,17.2,3979,155,185.16,71.89,56.18
AUDI,Diesel,AWD,168,258,17.2,3605,142,185.16,71.89,56.18
AUDI,Diesel,AWD,141,236,17.2,3605,134,185.16,71.89,56.18
AUDI,Petrol,AWD,429,398,21.1,4343,155,194.21,73.39,57.2
AUDI,Petrol,AWD,429,398,21.1,4508,155,194.41,73.39,56.93
AUDI,Petrol,AWD,571,479,21.1,4630,155,194.02,74.37,57.48
AUDI,Petrol,AWD,344,324,21.1,4200,155,193.98,73.03,57.6
AUDI,Petrol,AWD,286,309,21.1,4112,155,193.98,73.03,57.6
AUDI,Petrol,AWD,217,206,21.1,4001,146,193.98,73.03,57.6
AUDI,Petrol,AWD,187,206,21.1,3913,144,193.98,73.03,57.6
AUDI,Diesel,AWD,236,368,21.1,4233,152,193.98,73.03,57.6
AUDI,Diesel,AWD,236,368,21.1,4178,152,193.98,73.03,57.6
AUDI,Diesel,AWD,187,331,21.1,4189,140,193.98,73.03,57.6
AUDI,Petrol,AWD,345,324,21.1,4145,155,194.09,73.23,59.84
AUDI,Petrol,AWD,252,243,21.1,3880,150,194.09,73.23,59.84
AUDI,Petrol,AWD,286,309,21.1,4222,155,194.25,73.31,59.88
AUDI,Petrol,AWD,344,324,21.1,4310,155,194.25,73.31,59.88
AUDI,Diesel,AWD,230,331,21.1,4112,144,194.09,73.23,59.84
AUDI,Diesel,AWD,178,280,21.1,4134,134,194.09,73.23,59.84
AUDI,Diesel,AWD,187,331,21.1,4288,135,194.25,73.31,59.88
AUDI,Diesel,AWD,236,368,21.1,4277,145,194.25,73.31,59.88
AUDI,Diesel,AWD,236,368,21.1,4310,145,194.25,73.31,59.88
AUDI,Petrol,AWD,247,236,15.9,3274,155,164.49,72.52,53.23
AUDI,Petrol,AWD,268,258,15.9,3075,155,165.28,72.52,52.95
AUDI,Petrol,AWD,268,258,15.9,3120,155,165.28,72.52,52.95
AUDI,Petrol,AWD,335,331,15.9,3417,155,165.28,72.52,52.83
AUDI,Petrol,AWD,335,331,15.9,3362,155,165.28,72.52,52.83
AUDI,Petrol,AWD,355,342,15.9,3362,174,165.28,72.52,52.83
AUDI,Petrol,AWD,339,302,18.5,4090,155,179.92,70.08,54.72
AUDI,Petrol,AWD,253,243,18.5,3737,155,179.92,70.08,54.72
AUDI,Petrol,AWD,414,317,16.6,4068,155,179.53,71.26,54.72
AUDI,Diesel,AWD,230,331,18.5,3946,150,179.92,70.08,54.72
AUDI,Petrol,AWD,215,231,21.1,4156,147,197.32,73.03,58.46
AUDI,Petrol,AWD,330,309,21.1,4299,155,197.32,73.03,58.46
AUDI,Petrol,AWD,252,243,21.1,4057,152,197.32,73.03,58.46
AUDI,Petrol,AWD,345,324,21.1,4255,165,197.32,73.03,58.46
AUDI,Petrol,AWD,276,265,26.4,5004,140,200.24,78.07,68.39
AUDI,Petrol,AWD,344,324,26.4,5104,152,200.24,78.07,68.39
AUDI,Petrol,AWD,276,265,26.4,5027,140,200.24,78.07,68.39
AUDI,Petrol,AWD,328,324,26.4,5104,151,200.35,78.07,68.39
AUDI,Petrol,AWD,328,324,26.4,5104,151,200.35,78.07,68.39
AUDI,Petrol,AWD,268,295,26.4,5060,138,200.35,78.07,68.39
AUDI,Petrol,AWD,268,295,26.4,5060,138,200.35,78.07,68.39
AUDI,Petrol,AWD,268,295,26.4,5060,138,200.35,78.07,68.39
AUDI,Petrol,AWD,345,324,26.4,4938,152,200.31,78.07,68.39
AUDI,Petrol,AWD,276,265,26.4,4861,140,200.39,77.95,68.5
AUDI,Petrol,AWD,328,324,26.4,5104,151,200.35,78.07,68.39
AUDI,Petrol,AWD,328,324,26.4,5104,151,200.35,78.07,68.39
AUDI,Petrol,AWD,268,295,26.4,5060,138,200.35,78.07,68.39
AUDI,Petrol,AWD,268,295,26.4,5060,138,200.35,78.07,68.39
AUDI,Petrol,AWD,268,295,26.4,5060,138,200.35,78.07,68.39
AUDI,Diesel,AWD,230,368,26.4,5060,131,200.31,78.07,68.39
AUDI,Diesel,AWD,236,405,26.4,5225,131,200.24,78.07,68.39
AUDI,Diesel,AWD,322,560,26.4,5501,147,200.24,78.07,66.81
AUDI,Diesel,AWD,493,737,26.4,5908,155,200.35,78.07,66.81
AUDI,Diesel,AWD,236,405,26.4,5313,134,200.35,78.07,68.39
AUDI,Diesel,AWD,236,405,26.4,5313,134,200.35,78.07,68.39
AUDI,Diesel,AWD,236,405,26.4,5313,134,200.35,78.07,68.39
AUDI,Diesel,AWD,236,405,26.4,5335,134,200.35,78.07,68.39
AUDI,Diesel,AWD,236,405,26.4,5335,134,200.35,78.07,68.39
AUDI,Diesel,AWD,236,405,26.4,5335,134,200.35,78.07,68.39
AUDI,Diesel,AWD,201,331,26.4,5170,126,200.35,78.07,68.39
AUDI,Diesel,AWD,201,331,26.4,5170,126,200.35,78.07,68.39
AUDI,Diesel,AWD,201,331,26.4,5170,126,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5170,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5280,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5280,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5170,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5170,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5280,134,200.35,78.07,68.39
AUDI,Diesel,AWD,201,331,26.4,5170,126,200.35,78.07,68.39
AUDI,Diesel,AWD,335,590,26.4,5501,149,200.24,78.07,66.81
AUDI,Diesel,AWD,201,331,26.4,5170,126,200.35,78.07,68.39
AUDI,Diesel,AWD,201,331,26.4,5170,126,200.35,78.07,68.39
AUDI,Diesel,AWD,201,331,26.4,5170,126,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5280,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5280,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5280,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5170,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5170,134,200.35,78.07,68.39
AUDI,Diesel,AWD,242,405,26.4,5170,134,200.35,78.07,68.39
AUDI,Diesel,AWD,335,590,26.4,5501,149,200.24,78.07,66.81
AUDI,Petrol,AWD,252,243,21.1,3616,155,193.54,73.03,57.44
AUDI,Petrol,AWD,330,309,21.1,3847,155,193.54,73.03,57.44
AUDI,Petrol,AWD,175,169,18.5,3583,143,193.54,73.03,57.44
AUDI,Petrol,AWD,429,398,21.1,4211,155,193.54,73.39,57.05
AUDI,Petrol,AWD,345,324,21.1,4068,155,193.54,73.03,57.44
AUDI,Diesel,AWD,178,280,18.5,3869,142,193.54,73.03,57.44
AUDI,Petrol,AWD,253,243,16.6,3395,155,180.71,69.69,56.3
AUDI,Petrol,AWD,197,206,16.6,3285,148,180.71,69.69,56.3
AUDI,Petrol,AWD,161,165,16.6,3241,140,180.71,69.69,56.3
AUDI,Petrol,AWD,339,302,16.6,3660,155,180.55,69.76,56.18
AUDI,Petrol,AWD,339,302,16.6,3792,155,180.55,69.76,56.18
AUDI,Petrol,AWD,414,317,16.6,3638,155,180.55,69.76,56.18
AUDI,Petrol,AWD,414,317,16.6,3770,155,180.55,71.5,56.73
AUDI,Diesel,AWD,230,331,16.6,3549,152,180.55,69.76,56.18
AUDI,Petrol,AWD,253,243,16.6,3759,154,180.55,69.76,56.18
AUDI,Petrol,AWD,253,243,16.6,3671,155,180.55,69.76,56.18
AUDI,Petrol,AWD,197,206,16.6,3660,143,180.55,69.76,56.18
AUDI,Petrol,AWD,197,206,16.6,3560,145,180.55,69.76,56.18
AUDI,Petrol,AWD,161,165,16.6,3351,139,180.55,69.76,56.18
AUDI,Petrol,AWD,217,221,16.6,3627,148,180.55,69.76,56.18
AUDI,Petrol,AWD,339,302,16.6,4034,155,180.55,69.76,56.18
AUDI,Petrol,AWD,339,302,16.6,3957,155,180.55,69.76,56.18
AUDI,Petrol,AWD,414,317,16.6,3935,155,180.55,71.5,56.73
AUDI,Diesel,AWD,201,295,16.6,3759,142,180.55,69.76,56.18
AUDI,Diesel,AWD,201,295,16.6,3660,144,180.55,69.76,56.18
AUDI,Diesel,AWD,138,236,16.6,3605,126,180.55,69.76,56.18
AUDI,Diesel,AWD,229,331,16.6,3924,149,180.55,69.76,56.18
AUDI,Diesel,AWD,229,331,16.6,3825,150,180.55,69.76,56.18
AUDI,Diesel,AWD,168,258,16.6,3649,134,180.55,69.76,56.18
AUDI,Diesel,AWD,168,258,16.6,3649,134,180.55,69.76,56.18
AUDI,Petrol,AWD,247,236,14.5,3296,155,165.91,69.49,55.94
AUDI,Petrol,AWD,261,258,15.9,3208,155,165.91,69.49,55.08
AUDI,Petrol,AWD,158,184,15.9,3285,137,168.98,69.49,56.02
AUDI,Petrol,AWD,158,184,15.9,3285,137,168.98,69.49,56.02
AUDI,Petrol,AWD,197,206,15.9,3373,147,168.98,69.49,56.02
AUDI,Petrol,AWD,261,258,15.9,3461,155,169.37,69.49,55.2
AUDI,Petrol,AWD,261,258,15.9,3505,155,169.37,69.49,55.2
AUDI,Petrol,AWD,158,184,15.9,3197,138,166.85,69.49,55.94
AUDI,Petrol,AWD,158,184,15.9,3197,138,166.85,69.49,55.94
AUDI,Petrol,AWD,158,184,15.9,3197,138,166.85,69.49,55.94
AUDI,Petrol,AWD,197,206,15.9,3285,147,166.85,69.49,55.94
AUDI,Petrol,AWD,261,258,15.9,3373,155,166.54,69.49,55.08
AUDI,Petrol,AWD,261,258,15.9,3417,155,166.54,69.49,55.08
AUDI,Petrol,AWD,158,184,15.9,3285,137,168.98,69.49,56.02
AUDI,Diesel,AWD,138,236,15.9,3384,129,168.98,69.49,56.02
AUDI,Diesel,AWD,138,236,15.9,3384,129,168.98,69.49,56.02
AUDI,Diesel,AWD,138,236,15.9,3384,129,168.98,69.49,56.02
AUDI,Diesel,AWD,168,258,15.9,3417,138,168.98,69.49,56.02
AUDI,Diesel,AWD,168,258,15.9,3417,138,168.98,69.49,56.02
AUDI,Diesel,AWD,168,258,15.9,3417,138,168.98,69.49,56.02
AUDI,Diesel,AWD,138,236,15.9,3296,127,166.85,69.49,55.94
AUDI,Diesel,AWD,138,236,15.9,3296,127,166.85,69.49,55.94
AUDI,Diesel,AWD,138,236,15.9,3296,127,166.85,69.49,55.94
AUDI,Diesel,AWD,168,258,15.9,3307,138,166.85,69.49,55.94
AUDI,Diesel,AWD,168,258,15.9,3307,138,166.85,69.49,55.94
AUDI,Diesel,AWD,168,258,15.9,3307,138,166.85,69.49,55.94
AUDI,Petrol,AWD,217,221,18.5,3693,150,179.92,70.08,54.72
AUDI,Petrol,AWD,161,165,17.4,3594,138,179.92,70.08,54.72
AUDI,Petrol,AWD,339,302,18.5,4090,155,179.92,70.08,54.72
AUDI,Petrol,AWD,276,265,23.8,3902,155,198.82,74.41,56.69
AUDI,Petrol,AWD,330,317,23.8,3902,155,199.29,74.57,56.85
AUDI,Petrol,AWD,444,427,23.8,4321,155,199.29,74.57,56.85
AUDI,Petrol,AWD,330,317,23.8,4034,155,203.94,74.41,57.48
AUDI,Petrol,AWD,444,427,23.8,4398,155,203.94,74.41,57.48
AUDI,Petrol,AWD,256,243,23.8,3935,155,198.82,74.41,56.69
AUDI,Petrol,AWD,345,324,23.8,4079,155,203.94,74.41,57.48
AUDI,Petrol,AWD,444,398,23.8,4277,155,199.29,74.57,56.85
AUDI,Petrol,AWD,345,324,23.8,3968,155,199.29,74.57,56.85
AUDI,Diesel,AWD,271,479,23.8,4277,155,198.82,74.41,56.69
AUDI,Diesel,AWD,230,331,23.8,4034,151,199.29,74.57,56.85
AUDI,Diesel,AWD,271,479,23.8,4387,155,203.94,74.41,57.48
AUDI,Diesel,AWD,230,331,23.8,4034,151,203.94,74.41,57.48
AUDI,Diesel,AWD,322,479,23.8,4398,155,203.94,74.41,57.48
AUDI,Diesel,AWD,322,479,23.8,4288,155,199.29,74.57,56.85
AUDI,Petrol,AWD,148,154,17.4,3153,137,179.13,69.69,56.3
AUDI,Petrol,AWD,217,221,17.4,3285,151,179.13,69.69,56.3
AUDI,Petrol,AWD,161,165,17.4,3164,140,179.13,69.69,56.3
AUDI,Petrol,AWD,161,165,17.4,3164,140,179.13,69.69,56.3
AUDI,Petrol,AWD,339,302,17.4,3627,155,180.31,70.08,56.69
AUDI,Petrol,AWD,339,302,17.4,3494,155,180.31,70.08,55.91
AUDI,Petrol,AWD,187,177,17.4,3252,145,179.13,69.69,56.3
AUDI,Diesel,AWD,178,272,17.4,3450,140,179.13,69.69,56.3
AUDI,Diesel,AWD,128,210,18.5,3219,127,179.13,69.69,56.3
AUDI,Petrol,AWD,217,221,17.4,3461,150,178.9,69.53,56.22
AUDI,Petrol,AWD,217,221,17.4,3549,147,178.9,69.53,56.22
AUDI,Petrol,AWD,217,221,17.4,3549,147,178.9,69.53,56.22
AUDI,Petrol,AWD,217,221,17.4,3461,150,178.9,69.53,56.22
AUDI,Petrol,AWD,161,165,17.4,3362,139,178.94,69.76,56.22
AUDI,Petrol,AWD,161,165,17.4,3329,139,178.94,69.76,56.22
AUDI,Petrol,AWD,187,177,17.4,3373,143,178.94,69.76,56.22
AUDI,Petrol,AWD,161,165,17.4,3362,139,178.94,69.76,56.22
AUDI,Petrol,AWD,187,177,17.4,3373,143,178.94,69.76,56.22
AUDI,Petrol,AWD,339,302,17.4,3957,155,180.12,70.12,56.69
AUDI,Petrol,AWD,339,302,17.4,4034,155,180.12,70.12,56.69
AUDI,Diesel,AWD,177,272,17.4,3704,137,178.9,69.53,56.22
AUDI,Diesel,AWD,177,272,17.4,3638,139,178.9,69.53,56.22
AUDI,Diesel,AWD,129,228,17.4,3461,126,178.9,69.53,56.22
AUDI,Diesel,AWD,177,272,17.4,3704,137,178.9,69.53,56.22
AUDI,Diesel,AWD,129,228,17.4,3461,126,178.9,69.53,56.22
AUDI,Diesel,AWD,177,272,17.4,3638,139,178.9,69.53,56.22
AUDI,Petrol,AWD,247,258,18.5,3957,147,189.37,72.83,61.02
AUDI,Petrol,AWD,296,280,18.5,4101,149,189.37,72.83,61.02
AUDI,Diesel,AWD,178,272,18.5,4001,129,189.37,72.83,61.02
AUDI,Diesel,AWD,161,228,18.5,4001,126,189.37,72.83,61.02
AUDI,Petrol,AWD,148,154,16.4,2844,134,163.46,68.31,56.18
AUDI,Petrol,AWD,177,173,16.4,2877,140,163.46,68.31,56.18
AUDI,Petrol,AWD,177,173,16.4,2877,140,163.46,68.31,56.18
AUDI,Petrol,AWD,148,154,16.4,2844,134,163.46,68.31,56.18
AUDI,Petrol,AWD,148,154,16.4,2844,134,163.46,68.31,56.18
AUDI,Petrol,AWD,148,154,16.4,2844,134,163.46,68.31,56.18
AUDI,Diesel,AWD,129,228,16.4,2910,126,163.46,68.31,56.18
AUDI,Diesel,AWD,129,228,16.4,2910,126,163.46,68.31,56.18
AUDI,Diesel,AWD,129,228,16.4,2910,126,163.46,68.31,56.18
AUDI,Petrol,AWD,222,206,16.4,3340,147,159.06,69.29,53.15
AUDI,Petrol,AWD,178,173,14.8,3230,137,159.06,69.29,53.15
AUDI,Petrol,AWD,247,236,16.4,3439,155,159.06,69.29,53.15
AUDI,Petrol,AWD,187,177,14.8,3230,140,159.06,69.29,53.15
AUDI,Petrol,AWD,222,206,16.4,3230,151,159.06,69.29,52.76
AUDI,Petrol,AWD,178,173,16.4,2910,140,159.06,69.29,52.76
AUDI,Petrol,AWD,247,236,16.4,3285,155,159.06,69.29,52.76
AUDI,Petrol,AWD,187,177,16.4,3109,144,159.06,69.29,52.76
AUDI,Petrol,AWD,190,206,18.5,3560,144,188.82,71.26,57.24
AUDI,Petrol,AWD,190,206,18.5,3693,141,188.82,71.26,57.24
AUDI,Petrol,AWD,335,309,21.7,4167,155,190.28,72.83,56.73
AUDI,Petrol,AWD,335,309,21.7,3946,155,190.28,72.83,56.73
AUDI,Petrol,AWD,163,169,18.5,3505,135,188.82,71.26,57.24
AUDI,Petrol,AWD,163,169,18.5,3638,132,188.82,71.26,57.24
AUDI,Petrol,AWD,227,228,18.5,3726,151,188.82,71.26,57.24
AUDI,Petrol,AWD,227,228,18.5,3814,149,188.82,71.26,57.24
AUDI,Petrol,AWD,247,258,18.5,3957,153,188.82,71.26,57.24
AUDI,Petrol,AWD,247,258,18.5,4045,151,188.82,71.26,57.24
AUDI,Petrol,AWD,217,221,18.5,3902,146,188.82,71.26,57.24
AUDI,Petrol,AWD,217,221,18.5,3792,148,188.82,71.26,57.24
AUDI,Petrol,AWD,168,169,18.5,3891,132,188.82,71.26,57.24
AUDI,Petrol,AWD,168,169,18.5,3781,135,188.82,71.26,57.24
AUDI,Petrol,AWD,444,413,21.7,4112,155,191.02,72.83,57.17
AUDI,Petrol,AWD,473,413,21.7,4112,174,191.02,72.83,57.17
AUDI,Diesel,AWD,148,228,18.5,3704,133,188.82,71.26,57.24
AUDI,Diesel,AWD,148,228,18.5,3781,129,188.82,71.26,57.24
AUDI,Petrol,AWD,148,154,18.5,3274,133,188.98,71.26,57.09
AUDI,Petrol,AWD,163,169,18.5,3373,135,188.98,71.26,57.09
AUDI,Petrol,AWD,190,206,18.5,3384,145,188.98,71.26,57.09
AUDI,Petrol,AWD,335,309,21.7,3770,155,190.16,72.83,56.69
AUDI,Petrol,AWD,296,295,21.7,3803,155,190.16,72.83,57.09
AUDI,Petrol,AWD,227,228,18.5,3538,152,188.98,71.26,57.09
AUDI,Petrol,AWD,335,309,21.7,3891,155,190.16,72.83,57.48
AUDI,Petrol,AWD,148,154,18.5,3395,133,188.98,71.26,57.09
AUDI,Petrol,AWD,168,169,18.5,3494,137,188.98,71.26,57.09
AUDI,Petrol,AWD,335,309,21.7,4001,155,190.16,72.83,57.48
AUDI,Petrol,AWD,335,309,21.7,3880,155,190.16,72.83,56.69
AUDI,Petrol,AWD,217,221,18.5,3505,149,188.98,71.26,57.09
AUDI,Petrol,AWD,247,258,18.5,3660,154,188.98,71.26,57.09
AUDI,Petrol,AWD,296,295,21.7,3858,155,190.16,72.83,57.09
AUDI,Petrol,AWD,444,413,21.7,4112,155,190.94,72.83,56.3
AUDI,Petrol,AWD,444,413,21.7,4057,155,191.34,72.83,55.91
AUDI,Diesel,AWD,148,228,18.5,3549,134,188.98,71.26,57.09
AUDI,Diesel,AWD,178,272,18.5,3571,139,188.98,71.26,57.09
AUDI,Diesel,AWD,178,272,18.5,3693,139,188.98,71.26,57.09
AUDI,Petrol,AWD,207,199,14.5,3031,148,163.78,69.29,55.91
AUDI,Petrol,AWD,178,173,14.5,2866,140,163.39,68.5,55.91
AUDI,Petrol,AWD,148,154,14.5,2789,134,163.39,68.5,55.91
AUDI,Petrol,AWD,148,154,16.4,2789,134,163.39,68.5,56.3
AUDI,Petrol,AWD,178,173,16.4,2822,140,163.39,68.5,56.3
AUDI,Petrol,AWD,207,199,16.4,3131,148,163.78,69.29,55.91
AUDI,Petrol,AWD,222,206,16.4,3131,151,163.78,69.29,55.91
AUDI,Diesel,AWD,128,228,16.4,2855,126,163.39,68.5,56.3
AUDI,Petrol,AWD,172,184,16.4,3053,142,176.38,68.11,55.91
AUDI,Petrol,AWD,148,165,16.4,3042,135,176.38,68.11,55.91
AUDI,Petrol,AWD,148,154,16.4,2899,137,176.38,68.11,55.91
AUDI,Petrol,AWD,123,127,16.4,2877,126,176.38,68.11,55.91
AUDI,Petrol,AWD,190,206,16.4,3086,148,176.38,68.11,55.91
AUDI,Petrol,AWD,163,169,16.4,3042,139,176.38,68.11,55.91
AUDI,Petrol,AWD,261,295,16.4,3329,155,176.38,68.11,55.12
AUDI,Petrol,AWD,148,154,16.4,2976,137,176.38,68.11,55.91
AUDI,Petrol,AWD,123,127,16.4,2932,126,176.38,68.11,55.91
AUDI,Petrol,AWD,261,295,16.4,3340,155,176.38,68.11,55.91
AUDI,Petrol,AWD,163,169,16.4,3097,139,176.38,68.11,55.91
AUDI,Petrol,AWD,190,206,16.4,3097,148,176.38,68.11,55.91
AUDI,Diesel,AWD,109,165,16.4,2976,121,176.38,68.11,55.91
AUDI,Diesel,AWD,148,228,16.4,3230,134,176.38,68.11,55.91
AUDI,Diesel,AWD,109,165,16.4,3020,119,176.38,68.11,55.91
AUDI,Diesel,AWD,148,228,16.4,3241,137,176.38,68.11,55.91
AUDI,Diesel,AWD,113,210,16.4,3086,122,176.38,68.11,55.91
AUDI,Petrol,AWD,172,180,21.1,3296,142,198.03,74.02,56.69
AUDI,Petrol,AWD,296,295,23.8,3803,155,198.03,74.02,56.69
AUDI,Petrol,AWD,227,232,23.8,3803,152,198.03,74.02,56.69
AUDI,Petrol,AWD,190,206,21.1,3483,146,198.03,74.02,56.69
AUDI,Petrol,AWD,335,302,23.8,3814,155,198.03,74.02,55.91
AUDI,Petrol,AWD,190,206,21.1,3483,146,198.03,74.02,56.69
AUDI,Petrol,AWD,355,317,23.8,3814,155,198.03,74.02,55.91
AUDI,Petrol,AWD,256,258,23.8,3803,155,198.03,74.02,56.69
AUDI,Petrol,AWD,306,302,23.8,3858,155,198.03,74.02,56.69
AUDI,Petrol,AWD,306,302,23.8,3946,155,203.15,74.02,56.69
AUDI,Petrol,AWD,414,405,24.3,4277,155,198.03,74.02,56.69
AUDI,Petrol,AWD,414,405,24.3,4365,155,203.15,74.02,56.69
AUDI,Diesel,AWD,148,228,21.1,3759,132,198.03,74.02,56.69
AUDI,Diesel,AWD,178,272,21.1,3825,139,198.03,74.02,56.69
AUDI,Diesel,AWD,148,228,21.1,3759,132,198.03,74.02,56.69
AUDI,Diesel,AWD,222,354,23.8,4045,150,198.03,74.02,56.69
AUDI,Petrol,AWD,286,295,21.1,3730,154,188.98,70.87,56.69
AUDI,Petrol,AWD,148,165,21.1,3340,129,188.98,70.08,56.3
AUDI,Petrol,AWD,172,184,21.1,3340,135,188.98,70.08,56.3
AUDI,Petrol,AWD,227,258,21.1,3693,146,188.98,70.87,56.69
AUDI,Petrol,AWD,286,295,21.1,3574,155,188.98,70.87,56.3
AUDI,Petrol,AWD,123,123,21.1,3241,123,188.98,70.08,56.3
AUDI,Petrol,AWD,190,206,21.1,3417,142,188.98,70.08,56.3
AUDI,Petrol,AWD,322,295,21.1,3847,155,188.98,70.87,56.69
AUDI,Diesel,AWD,138,213,21.1,3439,128,188.98,70.08,56.3
AUDI,Petrol,AWD,123,123,15.9,3064,122,176.3,68.23,55.79
AUDI,Petrol,AWD,148,165,15.9,3109,133,176.34,68.23,55.79
AUDI,Petrol,AWD,148,154,15.9,3109,134,176.3,68.23,55.79
AUDI,Petrol,AWD,190,206,15.9,3230,145,176.3,68.23,55.79
AUDI,Petrol,AWD,190,206,15.9,3362,142,176.3,68.23,55.79
AUDI,Petrol,AWD,163,169,15.9,3142,137,176.34,68.23,55.79
AUDI,Petrol,AWD,178,173,15.9,3340,142,176.3,68.23,55.79
AUDI,Petrol,AWD,261,295,16.4,3395,155,176.69,68.23,54.96
AUDI,Petrol,AWD,261,295,16.4,3406,155,176.69,68.23,54.96
AUDI,Petrol,AWD,375,324,16.4,3571,155,178.15,70.83,54.57
AUDI,Diesel,AWD,109,173,15.9,3153,118,176.3,68.23,55.79
AUDI,Diesel,AWD,148,228,15.9,3483,129,176.3,68.23,55.79
AUDI,Diesel,AWD,148,228,15.9,3384,132,176.3,68.23,55.79
AUDI,Diesel,AWD,113,228,15.9,3219,119,176.3,68.23,55.79
AUDI,Petrol,AWD,131,137,21.1,3179,126,188.58,70.08,56.3
AUDI,Petrol,AWD,172,184,21.1,3245,135,188.58,70.08,56.69
AUDI,Petrol,AWD,227,258,21.1,3549,152,188.58,70.08,56.3
AUDI,Petrol,AWD,148,165,21.1,3342,131,188.58,70.08,55.91
AUDI,Petrol,AWD,276,295,21.1,3666,155,188.58,70.87,56.69
AUDI,Petrol,AWD,247,250,21.1,3770,152,191.73,71.26,55.91
AUDI,Petrol,AWD,247,250,21.1,3902,146,204.33,71.26,55.91
AUDI,Petrol,AWD,276,295,21.1,3770,155,191.73,71.26,55.91
AUDI,Petrol,AWD,276,295,21.1,3902,155,204.33,71.26,55.91
AUDI,Petrol,AWD,134,140,18.5,2822,128,172.05,67.72,53.94
AUDI,Petrol,AWD,168,162,18.5,2932,137,172.05,67.72,53.54
AUDI,Petrol,AWD,217,227,18.5,3183,154,173.23,67.72,54.33
AUDI,Petrol,AWD,114,121,18.5,2910,128,172.05,67.72,54.33
AUDI,Petrol,AWD,172,180,18.5,3086,137,172.05,67.72,53.94
AUDI,Petrol,AWD,148,165,18.5,3113,132,172.05,67.72,53.94
AUDI,Petrol,AWD,227,258,18.5,3225,154,173.23,67.72,54.33
AUDI,Petrol,AWD,134,140,18.5,2822,128,172.83,66.93,55.12
AUDI,Petrol,AWD,168,162,18.5,2910,137,172.83,66.93,53.94
AUDI,Petrol,AWD,111,118,18.5,2513,122,172.83,66.93,55.12
AUDI,Petrol,AWD,111,125,18.5,2571,122,172.83,66.93,55.12
AUDI,Petrol,AWD,172,184,16.9,3086,137,176.38,66.93,55.51
AUDI,Petrol,AWD,131,137,17.4,2954,124,176.38,66.93,55.51
AUDI,Petrol,AWD,148,165,17.4,3086,131,176.38,66.93,55.51
AUDI,Petrol,AWD,227,258,16.9,3300,154,177.56,66.93,54.72
AUDI,Petrol,AWD,311,302,16.9,3516,163,177.56,66.93,54.72
