Model,Fuel type ,Drive wheels - Traction - Drivetrain ,Maximum power - Output - Horsepower ,Maximum torque ,Fuel Tank Capacity ,Curb Weight ,Top Speed ,Length ,Width ,Height 
NISSAN,Petrol,FWD,138,133,15.9,3208,121,180.28,67.52,55.51
NISSAN,Diesel,FWD,89,130,15.9,3131,106,180.28,67.52,55.51
NISSAN,Diesel,FWD,89,130,15.9,3131,106,180.28,67.52,55.51
NISSAN,Petrol,FWD,129,127,15.9,2679,127,174.41,67.72,55.51
NISSAN,Petrol,FWD,99,100,15.9,2612,112,174.41,67.72,55.51
NISSAN,Petrol,FWD,148,133,15.9,2701,135,174.41,67.72,55.51
NISSAN,Diesel,FWD,89,130,15.9,2800,108,174.41,67.72,55.51
NISSAN,Petrol,FWD,190,188,18.5,3075,131,187.8,69.69,55.91
NISSAN,Petrol,FWD,190,188,18.5,3009,143,187.8,69.69,55.91
NISSAN,Petrol,FWD,138,130,18.5,3042,112,187.8,69.69,55.91
NISSAN,Petrol,FWD,138,130,18.5,2976,124,187.8,69.69,55.91
NISSAN,Petrol,FWD,99,100,13.2,2337,112,162.2,66.54,55.12
NISSAN,Petrol,FWD,86,85,13.2,2260,107,162.2,66.54,55.12
NISSAN,Petrol,FWD,141,131,13.2,2491,131,162.2,66.54,55.12
NISSAN,Petrol,FWD,98,100,13.2,2403,112,162.99,66.54,55.91
NISSAN,Petrol,FWD,86,85,13.2,2348,107,162.99,66.54,55.91
NISSAN,Petrol,FWD,141,131,13.2,2502,131,162.99,66.54,55.91
NISSAN,Diesel,FWD,74,97,13.2,2491,97,162.2,66.54,55.12
NISSAN,Diesel,FWD,74,97,13.2,2568,97,162.99,66.54,55.91
NISSAN,Petrol,FWD,54,58,11.1,1764,93,145.67,62.2,56.3
NISSAN,Petrol,FWD,74,75,11.1,1808,106,145.67,62.2,56.3
NISSAN,Petrol,FWD,74,75,11.1,1764,106,145.67,62.2,56.3
NISSAN,Petrol,FWD,54,58,11.1,1764,93,145.67,62.2,56.3
NISSAN,Petrol,FWD,74,75,11.1,1764,106,145.67,62.2,56.3
NISSAN,Petrol,FWD,74,75,11.1,1808,106,145.67,62.2,56.3
NISSAN,Petrol,FWD,74,75,11.1,1896,106,146.46,62.2,56.69
NISSAN,Petrol,FWD,54,58,11.1,2017,93,146.46,62.2,56.69
NISSAN,Petrol,FWD,74,75,11.1,2072,106,146.46,62.2,56.69
NISSAN,Petrol,FWD,59,59,11.1,1808,93,147.64,62.99,56.69
NISSAN,Petrol,FWD,81,79,11.1,1863,106,147.64,62.99,56.69
NISSAN,Diesel,FWD,57,70,11.1,2116,91,146.46,62.2,56.69
NISSAN,Diesel,FWD,56,70,11.1,1951,91,147.64,62.99,56.69
NISSAN,Petrol,FWD,141,131,13.2,2535,131,162.99,66.14,51.57
NISSAN,Petrol,FWD,101,98,13.2,2315,119,162.99,66.14,51.57
NISSAN,Petrol,FWD,101,100,13.2,2315,119,162.99,66.14,51.57
NISSAN,Petrol,FWD,74,82,13.2,2183,106,166.54,65.75,55.12
NISSAN,Petrol,FWD,141,131,13.2,2447,131,156.69,65.75,55.12
NISSAN,Petrol,FWD,89,98,13.2,2227,112,166.54,65.75,55.12
NISSAN,Petrol,FWD,101,100,13.2,2293,112,166.54,65.75,55.12
NISSAN,Petrol,FWD,86,85,13.2,2271,106,166.54,65.75,55.12
NISSAN,Diesel,FWD,74,97,13.2,2359,99,166.54,65.75,55.12
NISSAN,Diesel,FWD,74,97,13.2,2425,99,166.54,65.75,55.12
NISSAN,Petrol,FWD,148,133,15.9,2624,137,173.23,66.93,54.72
NISSAN,Petrol,FWD,114,122,15.9,2557,124,173.23,66.93,54.72
NISSAN,Petrol,FWD,89,98,15.9,2370,112,173.23,66.93,54.72
NISSAN,Petrol,FWD,148,133,15.9,2712,137,173.23,66.93,54.72
NISSAN,Petrol,FWD,123,125,15.9,2624,127,173.23,66.93,54.72
NISSAN,Petrol,FWD,101,100,15.9,2480,118,173.23,66.93,54.72
NISSAN,Diesel,FWD,74,97,15.9,2557,96,173.23,66.93,54.72
NISSAN,Diesel,FWD,74,97,15.9,2624,103,173.23,66.93,54.72
NISSAN,Petrol,FWD,97,110,17.2,2756,106,171.65,66.54,64.17
NISSAN,Petrol,FWD,131,141,17.2,2866,115,171.65,66.54,64.17
NISSAN,Petrol,FWD,168,182,18.5,3042,137,188.19,69.29,55.12
NISSAN,Petrol,FWD,168,182,18.5,3042,127,188.19,69.29,55.12
NISSAN,Petrol,FWD,59,73,13.2,2094,96,166.14,64.57,54.33
NISSAN,Petrol,FWD,83,97,13.2,2161,106,166.14,64.57,54.33
NISSAN,Petrol,FWD,118,101,13.2,2348,124,158.66,64.57,54.33
NISSAN,Petrol,FWD,123,110,13.2,2337,124,158.66,64.57,54.33
NISSAN,Petrol,FWD,89,95,13.2,2161,109,166.14,64.57,54.33
NISSAN,Petrol,FWD,74,81,13.2,2138,103,166.14,64.57,54.33
NISSAN,Diesel,FWD,53,76,13.2,2293,90,166.14,64.57,54.33
NISSAN,Petrol,FWD,133,140,15.9,2690,121,173.23,66.54,55.12
NISSAN,Petrol,FWD,101,118,15.9,2601,112,173.23,66.54,55.12
NISSAN,Petrol,FWD,81,95,15.9,2425,103,173.23,66.54,55.12
NISSAN,Petrol,FWD,101,118,15.9,2601,112,175.59,66.54,55.12
NISSAN,Petrol,FWD,83,96,15.9,2469,103,175.59,66.54,55.12
NISSAN,Diesel,FWD,66,93,15.9,2734,93,173.23,66.54,55.12
NISSAN,Diesel,FWD,66,93,15.9,2734,93,175.59,66.54,55.12
NISSAN,Petrol,FWD,126,132,17.2,2756,121,183.07,66.54,55.91
NISSAN,Petrol,FWD,150,169,17.2,3109,124,184.65,66.54,55.91
NISSAN,Diesel,FWD,83,117,17.2,2910,103,183.07,66.54,55.91
NISSAN,Diesel,FWD,89,125,17.2,2954,103,184.65,66.54,55.91
NISSAN,Petrol,FWD,89,110,15.9,2359,106,171.65,66.54,55.12
NISSAN,Petrol,FWD,104,119,15.9,2403,109,171.65,66.54,55.12
NISSAN,Diesel,FWD,57,83,15.9,2624,87,171.65,66.54,55.12
NISSAN,Diesel,FWD,74,118,15.9,2624,99,171.65,66.54,55.12
NISSAN,Petrol,FWD,133,140,14,2712,124,175.59,65.75,52.36
NISSAN,Petrol,FWD,120,135,14,2756,118,175.59,65.75,52.36
NISSAN,Petrol,FWD,89,110,13.2,2403,99,161.02,65.35,64.96
NISSAN,Petrol,FWD,74,89,13.2,2293,90,161.02,65.35,62.99
NISSAN,Petrol,FWD,54,56,10.6,1444,90,143.31,61.42,54.92
NISSAN,Petrol,FWD,53,68,10.6,1653,93,147.24,61.42,55.12
NISSAN,Petrol,FWD,53,68,10.6,1587,93,147.24,61.42,55.12
NISSAN,Petrol,FWD,74,89,13.2,1830,99,162.99,64.57,54.33
NISSAN,Petrol,FWD,59,73,13.2,1808,93,162.99,64.57,54.33
NISSAN,Diesel,FWD,53,73,13.2,2006,90,162.99,64.57,54.33
NISSAN,Petrol,FWD,49,55,13.2,1720,90,155.91,63.78,54.33
NISSAN,Petrol,FWD,74,89,13.2,1808,103,155.91,63.78,54.33
NISSAN,Petrol,FWD,59,73,13.2,1786,96,155.91,63.78,54.33
NISSAN,Petrol,FWD,74,89,13.2,1830,103,157.48,63.78,54.33
NISSAN,Petrol,FWD,59,73,13.2,1808,96,157.48,63.78,54.33
NISSAN,Petrol,FWD,59,73,13.2,1808,96,157.48,63.78,54.33
NISSAN,Petrol,FWD,49,55,13.2,1786,90,157.48,63.78,54.33
NISSAN,Diesel,FWD,53,73,13.2,1918,90,155.91,63.78,54.33
NISSAN,Diesel,FWD,53,73,13.2,2028,90,157.48,63.78,54.33
NISSAN,Petrol,FWD,118,132,17.2,2646,112,182.68,66.54,55.12
NISSAN,Diesel,FWD,80,117,17.2,2800,96,182.68,66.54,55.12
OPEL,Petrol,FWD,138,184,16.4,3175,131,192.8,73.35,57.28
OPEL,Petrol,FWD,138,184,16.4,3210,132,192.8,73.35,57.28
OPEL,Petrol,FWD,164,184,16.4,3175,138,192.8,73.35,57.28
OPEL,Petrol,FWD,164,184,16.4,3245,135,192.8,73.35,57.28
OPEL,Diesel,FWD,109,221,16.4,3314,127,192.8,73.35,57.28
OPEL,Diesel,FWD,134,236,16.4,3314,131,192.8,73.35,57.28
OPEL,Diesel,FWD,134,236,16.4,3355,126,192.8,73.35,57.28
OPEL,Diesel,FWD,168,295,16.4,3488,140,192.8,73.35,57.28
OPEL,Petrol,FWD,138,184,16.4,3278,129,196.3,73.35,59.06
OPEL,Petrol,FWD,138,184,16.4,3278,131,196.3,73.35,59.06
OPEL,Petrol,FWD,164,184,16.4,3278,135,196.3,73.35,59.06
OPEL,Petrol,FWD,164,184,16.4,3355,133,196.3,73.35,59.06
OPEL,Diesel,FWD,168,295,16.4,3600,139,196.3,73.35,59.06
OPEL,Petrol,FWD,81,87,14.3,2588,106,165.83,71.85,63.19
OPEL,Petrol,FWD,109,151,14.3,2745,117,165.83,71.85,63.19
OPEL,Petrol,FWD,109,151,14.3,2842,116,165.83,71.85,63.19
OPEL,Petrol,FWD,129,169,14.3,2809,128,165.83,71.85,63.19
OPEL,Diesel,FWD,98,187,14.3,2842,112,165.83,71.85,63.19
OPEL,Diesel,FWD,98,187,14.3,2842,112,165.83,71.85,63.19
OPEL,Diesel,FWD,118,221,14.3,2908,116,165.83,71.85,63.19
OPEL,Petrol,FWD,197,206,15.3,3668,137,183.7,75.91,65.35
OPEL,Petrol,FWD,118,147,15.3,3649,119,183.7,75.91,65.35
OPEL,Petrol,FWD,138,162,15.3,3589,126,183.7,75.91,65.35
OPEL,Petrol,FWD,138,162,15.3,3589,122,183.7,75.91,65.35
OPEL,Petrol,FWD,138,162,15.3,3649,126,183.7,75.91,65.35
OPEL,Petrol,FWD,118,147,15.3,3589,119,183.7,75.91,65.35
OPEL,Petrol,FWD,168,191,15.3,3750,129,183.7,75.91,65.35
OPEL,Petrol,FWD,138,162,15.3,3649,122,183.7,75.91,65.35
OPEL,Petrol,FWD,197,206,15.3,3728,137,183.7,75.91,65.35
OPEL,Diesel,FWD,133,236,15.3,3807,120,183.7,75.91,65.35
OPEL,Diesel,FWD,118,236,15.3,3807,116,183.7,75.91,65.35
OPEL,Diesel,FWD,118,236,15.3,3748,116,183.7,75.91,65.35
OPEL,Diesel,FWD,168,295,15.3,3913,129,183.7,75.91,65.35
OPEL,Diesel,FWD,168,295,15.3,3854,129,183.7,75.91,65.35
OPEL,Diesel,FWD,129,221,15.3,4001,118,183.7,75.91,65.35
OPEL,Diesel,FWD,168,295,15.3,3975,127,183.7,75.91,65.35
OPEL,Diesel,FWD,168,295,15.3,4034,127,183.7,75.91,65.35
OPEL,Diesel,FWD,129,221,15.3,3942,118,183.7,75.91,65.35
OPEL,Diesel,FWD,133,236,15.3,3748,120,183.7,75.91,65.35
OPEL,Petrol,FWD,138,147,14,3106,119,168.31,70.12,65.28
OPEL,Petrol,FWD,138,147,14,3073,122,168.31,70.12,65.28
OPEL,Diesel,FWD,134,236,13.7,3223,117,168.31,70.12,65.28
OPEL,Diesel,FWD,134,236,13.7,3194,118,168.31,70.12,65.28
OPEL,Diesel,FWD,109,221,13.7,3194,112,168.31,70.12,65.28
OPEL,Petrol,FWD,104,125,12.7,2840,121,185.12,73.66,59.45
OPEL,Petrol,FWD,148,169,12.7,2915,134,185.12,73.66,59.45
OPEL,Petrol,FWD,123,169,12.7,2915,127,185.12,73.66,59.45
OPEL,Petrol,FWD,123,169,12.7,2915,127,185.12,73.66,59.45
OPEL,Petrol,FWD,104,125,12.7,2840,121,185.12,73.66,59.45
OPEL,Petrol,FWD,104,125,12.7,2840,121,185.12,73.66,59.45
OPEL,Petrol,FWD,148,169,12.7,2976,131,185.12,73.66,59.45
OPEL,Petrol,FWD,197,221,12.7,3071,146,185.12,73.66,59.45
OPEL,Petrol,FWD,123,169,12.7,2915,127,185.12,73.66,59.45
OPEL,Petrol,FWD,197,221,12.7,3071,146,185.12,73.66,59.45
OPEL,Petrol,FWD,148,169,12.7,2915,134,185.12,73.66,59.45
OPEL,Diesel,FWD,158,258,12.7,3164,137,185.12,73.66,59.45
OPEL,Diesel,FWD,134,236,12.7,3093,127,185.12,73.66,59.45
OPEL,Diesel,FWD,109,221,12.7,3093,121,185.12,73.66,59.45
OPEL,Diesel,FWD,109,221,12.7,3093,121,185.12,73.66,59.45
OPEL,Diesel,FWD,109,221,12.7,3093,121,185.12,73.66,59.45
OPEL,Diesel,FWD,134,236,12.7,3093,127,185.12,73.66,59.45
OPEL,Diesel,FWD,134,236,12.7,3142,124,185.12,73.66,59.45
OPEL,Diesel,FWD,158,258,12.7,3164,137,185.12,73.66,59.45
OPEL,Petrol,FWD,74,70,8.5,2070,106,144.69,63.15,58.11
OPEL,Petrol,FWD,74,70,8.5,2070,106,144.69,63.15,58.11
OPEL,Petrol,FWD,100,95,12.4,2818,115,172.05,73.66,58.46
OPEL,Petrol,FWD,148,169,12.4,2818,134,172.05,73.66,58.46
OPEL,Petrol,FWD,123,169,12.4,2818,127,172.05,73.66,58.46
OPEL,Petrol,FWD,123,169,12.4,2818,127,172.05,73.66,58.46
OPEL,Petrol,FWD,104,125,12.4,2784,124,172.05,73.66,58.46
OPEL,Petrol,FWD,148,169,12.4,2818,134,172.05,73.66,58.46
OPEL,Petrol,FWD,148,180,12.4,2818,134,172.05,73.66,58.46
OPEL,Petrol,FWD,104,125,12.4,2784,124,172.05,73.66,58.46
OPEL,Petrol,FWD,104,125,12.4,2784,124,172.05,73.66,58.46
OPEL,Petrol,FWD,123,180,12.4,2818,127,172.05,73.66,58.46
OPEL,Petrol,FWD,123,169,12.4,2818,127,172.05,73.66,58.46
OPEL,Petrol,FWD,197,221,12.7,2976,146,172.05,73.66,58.46
OPEL,Petrol,FWD,148,169,12.7,2884,131,172.05,73.66,58.46
OPEL,Petrol,FWD,197,221,12.7,2976,146,172.05,73.66,58.46
OPEL,Petrol,FWD,104,125,12.7,2806,124,172.05,73.66,58.46
OPEL,Diesel,FWD,134,236,12.4,2976,127,172.05,73.66,58.46
OPEL,Diesel,FWD,109,221,12.4,2976,121,172.05,73.66,58.46
OPEL,Diesel,FWD,94,206,12.7,2943,115,172.05,73.66,58.46
OPEL,Diesel,FWD,109,221,12.4,2976,121,172.05,73.66,58.46
OPEL,Diesel,FWD,109,221,12.4,2976,121,172.05,73.66,58.46
OPEL,Diesel,FWD,109,221,12.4,2976,121,172.05,73.66,58.46
OPEL,Diesel,FWD,134,236,12.4,2976,127,172.05,73.66,58.46
OPEL,Diesel,FWD,158,258,12.7,2976,137,172.05,73.66,58.46
OPEL,Diesel,FWD,158,258,12.7,2976,137,172.05,73.66,58.46
OPEL,Petrol,FWD,114,125,11.9,2643,121,158.31,68.74,58.31
OPEL,Petrol,FWD,100,147,11.9,2727,115,158.31,68.74,58.31
OPEL,Petrol,FWD,89,95,11.9,2564,109,158.31,68.74,58.31
OPEL,Petrol,FWD,89,95,11.9,2564,109,158.31,68.74,58.31
OPEL,Petrol,FWD,89,95,11.9,2564,109,158.31,68.74,58.31
OPEL,Petrol,FWD,74,95,11.9,2564,104,158.31,68.74,58.31
OPEL,Petrol,FWD,100,147,11.9,2727,115,158.31,68.74,58.31
OPEL,Petrol,FWD,89,95,11.9,2564,109,158.31,68.74,58.31
OPEL,Diesel,FWD,94,140,11.9,2727,113,158.31,68.74,58.31
OPEL,Diesel,FWD,94,154,11.9,2776,110,158.31,68.74,58.31
OPEL,Petrol,FWD,89,95,11.9,2515,109,158.31,68.35,58.23
OPEL,Petrol,FWD,114,125,11.9,2564,121,158.31,68.35,58.23
OPEL,Petrol,FWD,100,147,11.9,2643,115,158.31,68.35,58.23
OPEL,Petrol,FWD,89,95,11.9,2515,109,158.31,68.35,58.23
OPEL,Petrol,FWD,89,95,11.9,2515,109,158.31,68.35,58.23
OPEL,Petrol,FWD,74,95,11.9,2515,104,158.31,68.35,58.23
OPEL,Petrol,FWD,89,95,11.9,2515,109,158.31,68.35,58.23
OPEL,Petrol,FWD,100,147,11.9,2643,115,158.31,68.35,58.23
OPEL,Diesel,FWD,94,140,11.9,2643,113,158.31,68.35,58.23
OPEL,Diesel,FWD,74,140,11.9,2643,102,158.31,68.35,58.23
OPEL,Diesel,FWD,94,154,11.9,2727,110,158.31,68.35,58.23
OPEL,Petrol,FWD,100,95,9.2,2502,115,147.52,67.72,58.78
OPEL,Petrol,FWD,114,125,9.2,2549,122,147.52,67.72,58.78
OPEL,Petrol,FWD,89,125,9.2,2549,112,147.52,67.72,58.78
OPEL,Petrol,FWD,100,95,9.2,2502,115,147.52,67.72,58.78
OPEL,Petrol,FWD,86,95,9.2,2502,109,147.52,67.72,58.78
OPEL,Petrol,FWD,86,95,9.2,2502,109,147.52,67.72,58.78
OPEL,Petrol,FWD,68,84,9.2,2394,103,147.52,67.72,58.78
OPEL,Petrol,FWD,68,84,9.2,2394,103,147.52,67.72,58.78
OPEL,Petrol,FWD,148,162,9.2,2597,131,147.52,67.72,58.43
OPEL,Petrol,FWD,86,95,9.2,2502,109,147.52,67.72,58.78
OPEL,Petrol,FWD,138,162,18.5,3578,124,193.43,73.15,59.84
OPEL,Petrol,FWD,138,162,18.5,3578,124,193.43,73.15,59.84
OPEL,Petrol,FWD,138,162,18.5,3556,124,193.43,73.15,59.84
OPEL,Petrol,FWD,138,162,18.5,3556,124,193.43,73.15,59.84
OPEL,Diesel,FWD,138,272,18.5,3821,124,193.43,73.15,59.84
OPEL,Diesel,FWD,161,280,18.5,3821,134,193.43,73.15,59.84
OPEL,Diesel,FWD,161,280,18.5,3821,126,193.43,73.15,59.84
OPEL,Diesel,FWD,191,295,18.5,3909,140,193.43,73.15,59.84
OPEL,Diesel,FWD,129,236,18.5,3821,123,193.43,73.15,59.84
OPEL,Diesel,FWD,161,280,18.5,3821,134,193.43,73.15,59.84
OPEL,Diesel,FWD,138,272,18.5,3821,124,193.43,73.15,59.84
OPEL,Diesel,FWD,118,236,18.5,3821,118,193.43,73.15,59.84
OPEL,Diesel,FWD,161,280,18.5,3821,134,193.43,73.15,59.84
OPEL,Diesel,FWD,168,295,18.5,3821,137,193.43,73.15,59.84
OPEL,Diesel,FWD,168,295,18.5,3821,137,193.43,73.15,59.84
OPEL,Diesel,FWD,118,236,18.5,3668,118,193.43,73.15,59.84
OPEL,Diesel,FWD,134,236,18.5,3668,127,193.43,73.15,59.84
OPEL,Diesel,FWD,134,236,18.5,3668,121,193.43,73.15,59.84
OPEL,Diesel,FWD,134,236,18.5,3668,127,193.43,73.15,59.84
OPEL,Diesel,FWD,168,295,18.5,3843,137,193.43,73.15,59.84
OPEL,Petrol,FWD,118,162,14.8,3750,121,184.88,72.4,56.81
OPEL,Petrol,FWD,168,206,14.8,3821,138,184.88,72.4,56.81
OPEL,Petrol,FWD,138,162,14.8,3750,129,184.88,72.4,56.81
OPEL,Petrol,FWD,138,162,14.8,3750,129,184.88,72.4,56.81
OPEL,Petrol,FWD,168,206,14.8,3821,136,184.88,72.4,56.81
OPEL,Petrol,FWD,197,221,14.8,3821,146,184.88,72.4,56.81
OPEL,Diesel,FWD,163,280,14.8,4004,135,184.88,72.4,56.81
OPEL,Diesel,FWD,191,295,14.8,4004,143,184.88,72.4,56.81
OPEL,Diesel,FWD,168,295,14.8,4004,135,184.88,72.4,56.81
OPEL,Petrol,FWD,138,162,18.5,3336,127,190.63,73.15,58.98
OPEL,Petrol,FWD,138,162,18.5,3336,127,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3556,121,190.63,73.15,58.98
OPEL,Diesel,FWD,138,272,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,161,280,18.5,3556,137,190.63,73.15,58.98
OPEL,Diesel,FWD,161,280,18.5,3556,131,190.63,73.15,58.98
OPEL,Diesel,FWD,191,295,18.5,3668,143,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3556,121,190.63,73.15,58.98
OPEL,Diesel,FWD,138,272,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,161,280,18.5,3556,137,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3556,121,190.63,73.15,58.98
OPEL,Diesel,FWD,138,272,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,129,236,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,161,280,18.5,3556,137,190.63,73.15,58.98
OPEL,Diesel,FWD,168,295,18.5,3556,137,190.63,73.15,58.98
OPEL,Diesel,FWD,168,295,18.5,3556,137,190.63,73.15,58.98
OPEL,Petrol,FWD,138,162,18.5,3336,127,190.63,73.15,58.98
OPEL,Petrol,FWD,138,162,18.5,3336,127,190.63,73.15,58.98
OPEL,Petrol,FWD,138,162,18.5,3336,127,190.63,73.15,58.98
OPEL,Petrol,FWD,138,162,18.5,3314,127,190.63,73.15,58.98
OPEL,Diesel,FWD,161,280,18.5,3556,137,190.63,73.15,58.98
OPEL,Diesel,FWD,161,280,18.5,3556,137,190.63,73.15,58.98
OPEL,Diesel,FWD,129,236,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,161,280,18.5,3556,131,190.63,73.15,58.98
OPEL,Diesel,FWD,161,280,18.5,3556,137,190.63,73.15,58.98
OPEL,Diesel,FWD,138,272,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,191,295,18.5,3668,143,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3556,121,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3556,121,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3556,121,190.63,73.15,58.98
OPEL,Diesel,FWD,138,272,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,138,272,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,138,272,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,168,295,18.5,3556,140,190.63,73.15,58.98
OPEL,Diesel,FWD,138,272,18.5,3556,127,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3556,121,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3556,121,190.63,73.15,58.98
OPEL,Diesel,FWD,168,295,18.5,3556,140,190.63,73.15,58.98
OPEL,Diesel,FWD,134,236,18.5,3578,124,190.63,73.15,58.98
OPEL,Diesel,FWD,134,236,18.5,3463,131,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3519,121,190.63,73.15,58.98
OPEL,Diesel,FWD,118,236,18.5,3519,121,190.63,73.15,58.98
OPEL,Diesel,FWD,134,236,18.5,3463,127,190.63,73.15,58.98
OPEL,Diesel,FWD,168,295,18.5,3691,137,190.63,73.15,58.98
OPEL,Petrol,FWD,68,84,10,2394,103,145.59,67.72,58.43
OPEL,Petrol,FWD,100,95,10,2502,115,145.59,67.72,58.43
OPEL,Petrol,FWD,86,95,10,2502,109,145.59,67.72,58.43
OPEL,Petrol,FWD,68,84,10,2394,103,145.59,67.72,58.43
OPEL,Petrol,FWD,86,95,10,2502,109,145.59,67.72,58.43
OPEL,Petrol,FWD,100,95,10,2502,115,145.59,67.72,58.43
OPEL,Petrol,FWD,68,84,10,2394,103,145.59,67.72,58.43
OPEL,Petrol,FWD,100,95,10,2502,115,145.59,67.72,58.43
OPEL,Petrol,FWD,86,95,10,2502,109,145.59,67.72,58.43
OPEL,Petrol,FWD,114,125,10,2549,122,145.59,67.72,58.43
OPEL,Petrol,FWD,86,95,10,2502,109,145.59,67.72,58.43
OPEL,Petrol,FWD,86,95,10,2502,109,145.59,67.72,58.43
OPEL,Petrol,FWD,86,95,9.2,2502,109,145.59,67.72,58.43
OPEL,Diesel,FWD,168,295,18.5,3821,137,193.7,73.07,60.08
OPEL,Petrol,FWD,118,147,15.3,3589,118,183.39,75.91,66.34
OPEL,Petrol,FWD,197,221,15.3,3728,140,183.39,75.91,66.34
OPEL,Petrol,FWD,118,147,15.3,3649,118,183.39,75.91,66.34
OPEL,Petrol,FWD,197,221,15.3,3728,137,183.39,75.91,66.34
OPEL,Petrol,FWD,118,147,15.3,3589,118,183.39,75.91,66.34
OPEL,Petrol,FWD,138,147,15.3,3589,126,183.39,75.91,66.34
OPEL,Petrol,FWD,138,147,15.3,3649,122,183.39,75.91,66.34
OPEL,Petrol,FWD,197,221,15.3,3668,137,183.39,75.91,66.34
OPEL,Petrol,FWD,138,147,15.3,3589,122,183.39,75.91,66.34
OPEL,Petrol,FWD,118,147,15.3,3649,118,183.39,75.91,66.34
OPEL,Diesel,FWD,163,258,15.3,3913,127,183.39,75.91,66.34
OPEL,Diesel,FWD,129,221,15.3,3843,119,183.39,75.91,66.34
OPEL,Diesel,FWD,134,236,15.3,3750,120,183.39,75.91,66.34
OPEL,Diesel,FWD,134,236,15.3,3810,120,183.39,75.91,66.34
OPEL,Diesel,FWD,191,295,15.3,3880,135,183.39,75.91,66.34
OPEL,Diesel,FWD,163,258,15.3,3913,127,183.39,75.91,66.34
OPEL,Diesel,FWD,163,258,15.3,3880,127,183.39,75.91,66.34
OPEL,Diesel,FWD,129,221,15.3,3843,119,183.39,75.91,66.34
OPEL,Diesel,FWD,134,236,15.3,3810,120,183.39,75.91,66.34
OPEL,Diesel,FWD,129,221,15.3,3783,119,183.39,75.91,66.34
OPEL,Diesel,FWD,129,221,15.3,3843,119,183.39,75.91,66.34
OPEL,Diesel,FWD,118,236,15.3,3810,116,183.39,75.91,66.34
OPEL,Diesel,FWD,118,236,15.3,3750,116,183.39,75.91,66.34
OPEL,Diesel,FWD,134,236,15.3,3750,120,183.39,75.91,66.34
OPEL,Diesel,FWD,168,295,15.3,3913,129,183.39,75.91,66.34
OPEL,Diesel,FWD,168,295,15.3,3854,129,183.39,75.91,66.34
OPEL,Diesel,FWD,168,295,15.3,3975,127,183.39,75.91,66.34
OPEL,Diesel,FWD,168,295,15.3,4034,127,183.39,75.91,66.34
OPEL,Petrol,FWD,114,114,14,2943,106,168.43,69.96,65.28
OPEL,Petrol,FWD,138,147,14,3073,120,168.43,69.96,65.28
OPEL,Petrol,FWD,138,147,14,3106,116,168.43,69.96,65.28
OPEL,Petrol,FWD,138,147,14,3073,120,168.43,69.96,65.28
OPEL,Petrol,FWD,138,147,14,3106,116,168.43,69.96,65.28
OPEL,Petrol,FWD,138,147,14,3106,116,168.43,69.96,65.28
OPEL,Diesel,FWD,129,221,14,3150,116,168.43,69.96,65.28
OPEL,Diesel,FWD,129,221,14,3157,114,168.43,69.96,65.28
OPEL,Diesel,FWD,129,221,14.3,3150,116,168.43,69.96,65.28
OPEL,Diesel,FWD,129,221,14.3,3157,114,168.43,69.96,65.28
OPEL,Diesel,FWD,134,236,13.7,3194,119,168.43,69.96,65.28
OPEL,Diesel,FWD,134,236,13.7,3223,116,168.43,69.96,65.28
OPEL,Diesel,FWD,134,236,13.7,3194,119,168.43,69.96,65.28
OPEL,Diesel,FWD,134,236,13.7,3223,116,168.43,69.96,65.28
OPEL,Diesel,FWD,134,236,13.7,3194,119,168.43,69.96,65.28
OPEL,Diesel,FWD,134,236,13.7,3194,119,168.43,69.96,65.28
OPEL,Petrol,FWD,114,114,14.8,3097,120,183.39,71.42,59.06
OPEL,Diesel,FWD,109,221,14.8,3314,114,183.39,71.42,59.06
OPEL,Diesel,FWD,134,236,14.8,3314,127,183.39,71.42,59.06
OPEL,Diesel,FWD,134,236,14.8,3314,127,183.39,71.42,59.06
OPEL,Diesel,FWD,109,221,14.8,3314,114,183.39,71.42,59.06
OPEL,Petrol,FWD,138,147,14.8,3168,125,175.83,72.44,58.35
OPEL,Petrol,FWD,177,169,14.8,3243,137,175.83,72.44,58.35
